Region,Date,Year,Month,Day,Water/Snow/Clouds,Bare Soil,Sparse Veg,Moderate Veg,Dense Veg,Very Dense Veg,Season
NSW Macquarie-Castlereagh,2008-02-15,2008,2,15,0.0,0.0,0.0473047304730473,0.504950495049505,0.4433443344334433,0.0044004400440044,Maturation
NSW Lachlan,2008-02-15,2008,2,15,0.0,0.0,0.3894157234628326,0.5188130926888956,0.0896298562251453,0.0021413276231263,Maturation
NSW Murrumbidgee,2008-02-15,2008,2,15,0.0,0.0,0.5009030704394943,0.3236002408187838,0.1514148103552077,0.0240818783865141,Maturation
QLD Condamine-Balonne,2008-03-15,2008,3,15,0.0,0.0002340823970037,0.0978464419475655,0.7286985018726592,0.1629213483146067,0.0102996254681647,Maturation
NSW Barwon Darling,2008-03-15,2008,3,15,0.0010025062656641,0.0028404344193817,0.5966583124477861,0.3911445279866332,0.0083542188805346,0.0,Maturation
QLD Moonie,2008-03-15,2008,3,15,0.0,0.0,0.1655480984340044,0.7829977628635347,0.0514541387024608,0.0,Maturation
NSW Murray Above,2008-03-15,2008,3,15,0.0,0.0,0.0,0.2972972972972973,0.5135135135135135,0.1891891891891892,Maturation
NSW Lower Darling,2008-03-15,2008,3,15,0.0022602518566354,0.0025831449790119,0.9773974814336456,0.0177591217307071,0.0,0.0,Maturation
QLD Border Rivers,2008-03-15,2008,3,15,0.0,0.0,0.1189873417721519,0.5924050632911393,0.2822784810126582,0.0063291139240506,Maturation
NSW Border Rivers,2008-03-15,2008,3,15,0.0,0.0,0.1497005988023952,0.5359281437125748,0.2844311377245509,0.029940119760479,Maturation
NSW Gwydir,2008-03-15,2008,3,15,0.0,0.0,0.2325581395348837,0.4302325581395348,0.3348837209302325,0.0023255813953488,Maturation
NSW Namoi,2008-03-15,2008,3,15,0.0,0.0,0.1033519553072625,0.5195530726256983,0.3701117318435754,0.0069832402234636,Maturation
NSW Macquarie-Castlereagh,2008-03-15,2008,3,15,0.0,0.0,0.2137880454712138,0.5471213788045471,0.2324899156582325,0.0066006600660066,Maturation
NSW Lachlan,2008-03-15,2008,3,15,0.0,0.0,0.6084429489140409,0.3594371367390639,0.0302844906699296,0.0018354236769654,Maturation
NSW Murrumbidgee,2008-03-15,2008,3,15,0.0,0.0,0.6760987357013847,0.2068031306441902,0.0942203491872366,0.0228777844671884,Maturation
QLD Condamine-Balonne,2008-04-15,2008,4,15,0.0,0.0007022471910112,0.3132022471910112,0.5849719101123596,0.0945692883895131,0.0065543071161048,Harvesting
NSW Barwon Darling,2008-04-15,2008,4,15,0.0003341687552213,0.0015037593984962,0.606516290726817,0.3866332497911445,0.0050125313283208,0.0,Harvesting
QLD Moonie,2008-04-15,2008,4,15,0.0,0.0,0.4496644295302013,0.5055928411633109,0.0447427293064877,0.0,Harvesting
NSW Murray Above,2008-04-15,2008,4,15,0.0,0.0,0.0,0.1554054054054054,0.6216216216216216,0.2229729729729729,Harvesting
NSW Lower Darling,2008-04-15,2008,4,15,0.0022602518566354,0.0022602518566354,0.9422021310946076,0.0532773651921214,0.0,0.0,Harvesting
QLD Border Rivers,2008-04-15,2008,4,15,0.0,0.0,0.2455696202531645,0.4949367088607594,0.2556962025316455,0.0037974683544303,Harvesting
NSW Border Rivers,2008-04-15,2008,4,15,0.0,0.0,0.2410179640718563,0.562874251497006,0.1811377245508982,0.0149700598802395,Harvesting
NSW Gwydir,2008-04-15,2008,4,15,0.0,0.0,0.35,0.5046511627906977,0.1453488372093023,0.0,Harvesting
NSW Namoi,2008-04-15,2008,4,15,0.0,0.0,0.2276536312849162,0.5488826815642458,0.2206703910614525,0.0027932960893854,Harvesting
NSW Macquarie-Castlereagh,2008-04-15,2008,4,15,0.0,0.0,0.2607260726072607,0.5632563256325632,0.1701503483681701,0.0058672533920058,Harvesting
NSW Lachlan,2008-04-15,2008,4,15,0.0,0.0,0.6111960844294891,0.3508718262465586,0.0360966656469868,0.0018354236769654,Harvesting
NSW Murrumbidgee,2008-04-15,2008,4,15,0.0,0.0,0.660746538229982,0.2025888019265502,0.108669476219145,0.0279951836243226,Harvesting
NSW Barwon Darling,2008-05-15,2008,5,15,0.0006683375104427,0.0008354218880534,0.6105263157894737,0.3816207184628237,0.0063492063492063,0.0,Harvesting
NSW Murray Above,2008-05-15,2008,5,15,0.0,0.0,0.0,0.0,0.7027027027027027,0.2972972972972973,Harvesting
NSW Lachlan,2008-05-15,2008,5,15,0.0,0.0,0.5368614255123891,0.401345977363108,0.0599571734475374,0.0018354236769654,Harvesting
NSW Murrumbidgee,2008-05-15,2008,5,15,0.0,0.0,0.617098133654425,0.2302829620710415,0.1177001806140879,0.0349187236604455,Harvesting
QLD Condamine-Balonne,2008-10-15,2008,10,15,0.0002340823970037,0.0,0.3038389513108614,0.6657303370786517,0.0269194756554307,0.0032771535580524,Planting
NSW Barwon Darling,2008-10-15,2008,10,15,0.0010025062656641,0.0006683375104427,0.7570593149540518,0.2248955722639933,0.0163742690058479,0.0,Planting
QLD Moonie,2008-10-15,2008,10,15,0.0,0.0,0.1946308724832214,0.8031319910514542,0.0022371364653243,0.0,Planting
NSW Murray Above,2008-10-15,2008,10,15,0.0,0.0,0.0,0.0608108108108108,0.4662162162162162,0.4729729729729729,Planting
NSW Lower Darling,2008-10-15,2008,10,15,0.0025831449790119,0.0019373587342589,0.9925734581853408,0.0029060381013884,0.0,0.0,Planting
QLD Border Rivers,2008-10-15,2008,10,15,0.0,0.0,0.0987341772151898,0.8443037974683544,0.0569620253164556,0.0,Planting
NSW Border Rivers,2008-10-15,2008,10,15,0.0,0.0,0.0404191616766467,0.6841317365269461,0.2709580838323353,0.0044910179640718,Planting
NSW Gwydir,2008-10-15,2008,10,15,0.0,0.0,0.0476744186046511,0.5686046511627907,0.3790697674418604,0.0046511627906976,Planting
NSW Namoi,2008-10-15,2008,10,15,0.0,0.0,0.0,0.3317039106145251,0.6277932960893855,0.0405027932960893,Planting
NSW Macquarie-Castlereagh,2008-10-15,2008,10,15,0.0,0.0,0.1906857352401907,0.2878621195452878,0.4576457645764576,0.0638063806380638,Planting
NSW Lachlan,2008-10-15,2008,10,15,0.0,0.0,0.4389721627408993,0.2315692872438054,0.2407464056286326,0.0887121443866625,Planting
NSW Murrumbidgee,2008-10-15,2008,10,15,0.0,0.0,0.3642384105960264,0.3470800722456351,0.2378085490668272,0.0508729680915111,Planting
QLD Condamine-Balonne,2008-11-15,2008,11,15,0.0002340823970037,0.0,0.5641385767790262,0.4035580524344569,0.0287921348314606,0.0032771535580524,Growing
NSW Barwon Darling,2008-11-15,2008,11,15,0.0008354218880534,0.0010025062656641,0.8882205513784461,0.1096073517126148,0.0003341687552213,0.0,Planting
QLD Moonie,2008-11-15,2008,11,15,0.0,0.0,0.8053691275167785,0.1946308724832214,0.0,0.0,Growing
NSW Murray Above,2008-11-15,2008,11,15,0.0,0.0,0.0,0.0135135135135135,0.918918918918919,0.0675675675675675,Planting
NSW Lower Darling,2008-11-15,2008,11,15,0.0022602518566354,0.0032289312237649,0.9922505650629642,0.0022602518566354,0.0,0.0,Growing
QLD Border Rivers,2008-11-15,2008,11,15,0.0,0.0,0.4683544303797468,0.5075949367088608,0.0240506329113924,0.0,Growing
NSW Border Rivers,2008-11-15,2008,11,15,0.0,0.0,0.3038922155688622,0.4940119760479042,0.1946107784431137,0.0074850299401197,Growing
NSW Gwydir,2008-11-15,2008,11,15,0.0,0.0,0.377906976744186,0.4232558139534884,0.1848837209302325,0.013953488372093,Growing
NSW Namoi,2008-11-15,2008,11,15,0.0,0.0,0.1445530726256983,0.5698324022346368,0.2660614525139664,0.0195530726256983,Growing
NSW Macquarie-Castlereagh,2008-11-15,2008,11,15,0.0,0.0,0.4664466446644664,0.3179317931793179,0.2060872753942061,0.0095342867620095,Growing
NSW Lachlan,2008-11-15,2008,11,15,0.0,0.0,0.7066381156316917,0.1823187519118996,0.0899357601713062,0.0211073722851024,Planting
NSW Murrumbidgee,2008-11-15,2008,11,15,0.0,0.0,0.677001806140879,0.2031908488862131,0.1095725466586393,0.0102347983142685,Planting
QLD Condamine-Balonne,2008-12-15,2008,12,15,0.0002340823970037,0.0,0.4398408239700374,0.4318820224719101,0.1224250936329588,0.0056179775280898,Growing
NSW Barwon Darling,2008-12-15,2008,12,15,0.0003341687552213,0.0011695906432748,0.8651629072681705,0.1304928989139515,0.0028404344193817,0.0,Growing
QLD Moonie,2008-12-15,2008,12,15,0.0,0.0,0.4541387024608501,0.5391498881431768,0.0067114093959731,0.0,Growing
NSW Murray Above,2008-12-15,2008,12,15,0.0,0.0,0.0,0.2972972972972973,0.6216216216216216,0.081081081081081,Growing
NSW Lower Darling,2008-12-15,2008,12,15,0.0016144656118824,0.0032289312237649,0.9922505650629642,0.0029060381013884,0.0,0.0,Growing
QLD Border Rivers,2008-12-15,2008,12,15,0.0,0.0,0.1886075949367088,0.6316455696202532,0.1784810126582278,0.0012658227848101,Growing
NSW Border Rivers,2008-12-15,2008,12,15,0.0,0.0,0.1182634730538922,0.4041916167664671,0.4580838323353293,0.0194610778443113,Growing
NSW Gwydir,2008-12-15,2008,12,15,0.0,0.0,0.2302325581395349,0.3337209302325581,0.4186046511627907,0.0174418604651162,Growing
NSW Namoi,2008-12-15,2008,12,15,0.0,0.0,0.0719273743016759,0.5635474860335196,0.3498603351955307,0.0146648044692737,Growing
NSW Macquarie-Castlereagh,2008-12-15,2008,12,15,0.0,0.0,0.3197653098643198,0.4605793912724605,0.2174550788412174,0.0022002200220022,Growing
NSW Lachlan,2008-12-15,2008,12,15,0.0,0.0,0.7326399510553686,0.1951667176506576,0.07096971550933,0.0012236157846436,Growing
NSW Murrumbidgee,2008-12-15,2008,12,15,0.0,0.0,0.7293798916315473,0.1715833835039133,0.0866947621914509,0.0123419626730885,Growing
QLD Condamine-Balonne,2009-01-15,2009,1,15,0.0002340823970037,0.0,0.4405430711610487,0.473314606741573,0.0798220973782771,0.0060861423220973,Flowering
NSW Barwon Darling,2009-01-15,2009,1,15,0.0003341687552213,0.0008354218880534,0.9213032581453634,0.0766917293233082,0.0008354218880534,0.0,Flowering
QLD Moonie,2009-01-15,2009,1,15,0.0,0.0,0.4832214765100671,0.5145413870246085,0.0022371364653243,0.0,Flowering
NSW Murray Above,2009-01-15,2009,1,15,0.0,0.0,0.0,0.5067567567567568,0.4391891891891892,0.054054054054054,Flowering
NSW Lower Darling,2009-01-15,2009,1,15,0.0012915724895059,0.0025831449790119,0.994833710041976,0.0012915724895059,0.0,0.0,Flowering
QLD Border Rivers,2009-01-15,2009,1,15,0.0,0.0,0.2392405063291139,0.6481012658227848,0.1113924050632911,0.0012658227848101,Flowering
NSW Border Rivers,2009-01-15,2009,1,15,0.0,0.0,0.1497005988023952,0.468562874251497,0.3712574850299401,0.0104790419161676,Flowering
NSW Gwydir,2009-01-15,2009,1,15,0.0,0.0,0.3151162790697674,0.4558139534883721,0.227906976744186,0.0011627906976744,Flowering
NSW Namoi,2009-01-15,2009,1,15,0.0,0.0,0.092877094972067,0.6759776536312849,0.2248603351955307,0.0062849162011173,Flowering
NSW Macquarie-Castlereagh,2009-01-15,2009,1,15,0.0,0.0,0.4602126879354602,0.4341767510084341,0.1048771543821048,0.0007334066740007,Flowering
NSW Lachlan,2009-01-15,2009,1,15,0.0,0.0,0.7647598654022637,0.2028143163046803,0.032119914346895,0.0003059039461609,Flowering
NSW Murrumbidgee,2009-01-15,2009,1,15,0.0,0.0,0.7664057796508128,0.1535219747140277,0.0701384708007224,0.009933774834437,Flowering
QLD Condamine-Balonne,2009-02-15,2009,2,15,0.0,0.0002340823970037,0.337312734082397,0.577247191011236,0.0779494382022471,0.0072565543071161,Maturation
NSW Barwon Darling,2009-02-15,2009,2,15,0.0003341687552213,0.0006683375104427,0.8872180451127819,0.1104427736006683,0.0013366750208855,0.0,Maturation
QLD Moonie,2009-02-15,2009,2,15,0.0,0.0,0.4272930648769575,0.5682326621923938,0.0044742729306487,0.0,Maturation
NSW Murray Above,2009-02-15,2009,2,15,0.0,0.0,0.0135135135135135,0.5202702702702703,0.3986486486486486,0.0675675675675675,Maturation
NSW Lower Darling,2009-02-15,2009,2,15,0.0003228931223764,0.0019373587342589,0.9967710687762352,0.0009686793671294,0.0,0.0,Maturation
QLD Border Rivers,2009-02-15,2009,2,15,0.0,0.0,0.2556962025316455,0.6341772151898735,0.110126582278481,0.0,Maturation
NSW Border Rivers,2009-02-15,2009,2,15,0.0,0.0,0.1497005988023952,0.5508982035928144,0.2859281437125748,0.0134730538922155,Maturation
NSW Gwydir,2009-02-15,2009,2,15,0.0,0.0,0.2720930232558139,0.4755813953488372,0.25,0.0023255813953488,Maturation
NSW Namoi,2009-02-15,2009,2,15,0.0,0.0,0.151536312849162,0.6578212290502793,0.1885474860335195,0.0020949720670391,Maturation
NSW Macquarie-Castlereagh,2009-02-15,2009,2,15,0.0,0.0,0.5335533553355336,0.4077741107444078,0.0575724239090575,0.0011001100110011,Maturation
NSW Lachlan,2009-02-15,2009,2,15,0.0,0.0,0.7852554297950444,0.1957785255429795,0.0186601407158152,0.0003059039461609,Maturation
NSW Murrumbidgee,2009-02-15,2009,2,15,0.0,0.0,0.7850692354003612,0.1384708007224563,0.059301625526791,0.0171583383503913,Maturation
QLD Condamine-Balonne,2009-03-15,2009,3,15,0.0,0.0,0.3881086142322097,0.5276217228464419,0.0758426966292134,0.0084269662921348,Maturation
NSW Barwon Darling,2009-03-15,2009,3,15,0.0003341687552213,0.000501253132832,0.6858813700918964,0.3081035923141186,0.0051796157059314,0.0,Maturation
QLD Moonie,2009-03-15,2009,3,15,0.0,0.0,0.2863534675615212,0.6912751677852349,0.0223713646532438,0.0,Maturation
NSW Murray Above,2009-03-15,2009,3,15,0.0,0.0,0.0135135135135135,0.5135135135135135,0.3648648648648648,0.1081081081081081,Maturation
NSW Lower Darling,2009-03-15,2009,3,15,0.0006457862447529,0.0012915724895059,0.976428802066516,0.021633839199225,0.0,0.0,Maturation
QLD Border Rivers,2009-03-15,2009,3,15,0.0,0.0,0.1151898734177215,0.6746835443037975,0.2063291139240506,0.0037974683544303,Maturation
NSW Border Rivers,2009-03-15,2009,3,15,0.0,0.0,0.0853293413173652,0.4431137724550898,0.4520958083832335,0.0194610778443113,Maturation
NSW Gwydir,2009-03-15,2009,3,15,0.0,0.0,0.2151162790697674,0.4372093023255814,0.3476744186046511,0.0,Maturation
NSW Namoi,2009-03-15,2009,3,15,0.0,0.0,0.0824022346368715,0.4790502793296089,0.4322625698324022,0.0062849162011173,Maturation
NSW Macquarie-Castlereagh,2009-03-15,2009,3,15,0.0,0.0,0.2533920058672534,0.6307297396406307,0.1136780344701136,0.0022002200220022,Maturation
NSW Lachlan,2009-03-15,2009,3,15,0.0,0.0,0.754053227286632,0.2223921688589782,0.0220250841235851,0.0015295197308045,Maturation
NSW Murrumbidgee,2009-03-15,2009,3,15,0.0,0.0,0.7916917519566526,0.1330523780854906,0.0596026490066225,0.0156532209512341,Maturation
QLD Condamine-Balonne,2009-04-15,2009,4,15,0.0,0.0,0.397940074906367,0.5049157303370787,0.0891853932584269,0.0079588014981273,Harvesting
NSW Barwon Darling,2009-04-15,2009,4,15,0.0003341687552213,0.000501253132832,0.6710108604845447,0.3239766081871345,0.0041771094402673,0.0,Harvesting
QLD Moonie,2009-04-15,2009,4,15,0.0,0.0,0.4697986577181208,0.4899328859060403,0.0402684563758389,0.0,Harvesting
NSW Murray Above,2009-04-15,2009,4,15,0.0,0.0,0.0,0.2297297297297297,0.5878378378378378,0.1824324324324324,Harvesting
NSW Lower Darling,2009-04-15,2009,4,15,0.0006457862447529,0.0016144656118824,0.9644817565385856,0.0332579916047788,0.0,0.0,Harvesting
QLD Border Rivers,2009-04-15,2009,4,15,0.0,0.0,0.2367088607594936,0.5227848101265823,0.2367088607594936,0.0037974683544303,Harvesting
NSW Border Rivers,2009-04-15,2009,4,15,0.0,0.0,0.1736526946107784,0.3562874251497006,0.4386227544910179,0.0314371257485029,Harvesting
NSW Gwydir,2009-04-15,2009,4,15,0.0,0.0,0.3372093023255814,0.3651162790697674,0.291860465116279,0.005813953488372,Harvesting
NSW Namoi,2009-04-15,2009,4,15,0.0,0.0,0.1173184357541899,0.4581005586592179,0.4064245810055866,0.0181564245810055,Harvesting
NSW Macquarie-Castlereagh,2009-04-15,2009,4,15,0.0,0.0,0.2885955262192886,0.5335533553355336,0.1694169416941694,0.0084341767510084,Harvesting
NSW Lachlan,2009-04-15,2009,4,15,0.0,0.0,0.5983481186907311,0.3291526460691343,0.0697460997246864,0.0027531355154481,Harvesting
NSW Murrumbidgee,2009-04-15,2009,4,15,0.0,0.0,0.7194461167971101,0.1818181818181818,0.0752558699578567,0.0234798314268512,Harvesting
NSW Barwon Darling,2009-05-15,2009,5,15,0.000501253132832,0.0003341687552213,0.6193817878028405,0.3727652464494569,0.0070175438596491,0.0,Harvesting
NSW Murray Above,2009-05-15,2009,5,15,0.0,0.0,0.0,0.0,0.668918918918919,0.3310810810810811,Harvesting
NSW Lachlan,2009-05-15,2009,5,15,0.0,0.0,0.5133068216579993,0.301009483022331,0.1823187519118996,0.0033649434077699,Harvesting
NSW Murrumbidgee,2009-05-15,2009,5,15,0.0,0.0,0.5960264900662252,0.2152317880794702,0.1553281155930162,0.0334136062612883,Harvesting
QLD Condamine-Balonne,2009-10-15,2009,10,15,0.0,0.0,0.8209269662921348,0.1711142322097378,0.0060861423220973,0.0018726591760299,Planting
NSW Barwon Darling,2009-10-15,2009,10,15,0.0001670843776106,0.0008354218880534,0.9244778613199666,0.0743525480367585,0.0001670843776106,0.0,Planting
QLD Moonie,2009-10-15,2009,10,15,0.0,0.0,0.8791946308724832,0.1208053691275167,0.0,0.0,Planting
NSW Murray Above,2009-10-15,2009,10,15,0.0,0.0,0.0,0.0405405405405405,0.2702702702702703,0.6891891891891891,Planting
NSW Lower Darling,2009-10-15,2009,10,15,0.0012915724895059,0.0019373587342589,0.9635130771714564,0.0332579916047788,0.0,0.0,Planting
QLD Border Rivers,2009-10-15,2009,10,15,0.0,0.0,0.5810126582278481,0.4151898734177215,0.0037974683544303,0.0,Planting
NSW Border Rivers,2009-10-15,2009,10,15,0.0,0.0,0.3308383233532934,0.5658682634730539,0.1017964071856287,0.0014970059880239,Planting
NSW Gwydir,2009-10-15,2009,10,15,0.0,0.0,0.5267441860465116,0.4453488372093023,0.027906976744186,0.0,Planting
NSW Namoi,2009-10-15,2009,10,15,0.0,0.0,0.2430167597765363,0.6703910614525139,0.0824022346368715,0.0041899441340782,Planting
NSW Macquarie-Castlereagh,2009-10-15,2009,10,15,0.0,0.0,0.4052071873854052,0.4591125779244591,0.1184451778511184,0.0172350568390172,Planting
NSW Lachlan,2009-10-15,2009,10,15,0.0,0.0,0.5806056898133986,0.2196390333435301,0.1569287243805445,0.0428265524625267,Planting
NSW Murrumbidgee,2009-10-15,2009,10,15,0.0,0.0,0.3642384105960264,0.3043347381095725,0.2128236002408187,0.1186032510535821,Planting
QLD Condamine-Balonne,2009-11-15,2009,11,15,0.0,0.0,0.7916666666666666,0.1987359550561797,0.0067883895131086,0.0028089887640449,Growing
NSW Barwon Darling,2009-11-15,2009,11,15,0.0001670843776106,0.0006683375104427,0.9370091896407686,0.0621553884711779,0.0,0.0,Planting
QLD Moonie,2009-11-15,2009,11,15,0.0,0.0,0.8769574944071589,0.1230425055928411,0.0,0.0,Growing
NSW Murray Above,2009-11-15,2009,11,15,0.0,0.0,0.0,0.0202702702702702,0.75,0.2297297297297297,Planting
NSW Lower Darling,2009-11-15,2009,11,15,0.0012915724895059,0.0025831449790119,0.9909589925734582,0.0051662899580238,0.0,0.0,Growing
QLD Border Rivers,2009-11-15,2009,11,15,0.0,0.0,0.4974683544303797,0.4835443037974684,0.0189873417721519,0.0,Growing
NSW Border Rivers,2009-11-15,2009,11,15,0.0,0.0,0.3667664670658682,0.5014970059880239,0.1272455089820359,0.0044910179640718,Growing
NSW Gwydir,2009-11-15,2009,11,15,0.0,0.0,0.5651162790697675,0.3918604651162791,0.0430232558139534,0.0,Growing
NSW Namoi,2009-11-15,2009,11,15,0.0,0.0,0.3365921787709497,0.611731843575419,0.0481843575418994,0.0034916201117318,Growing
NSW Macquarie-Castlereagh,2009-11-15,2009,11,15,0.0,0.0,0.6145947928126146,0.3425009167583425,0.0363036303630363,0.0066006600660066,Growing
NSW Lachlan,2009-11-15,2009,11,15,0.0,0.0,0.7849495258488834,0.1413276231263383,0.0666870602630774,0.0070357907617008,Planting
NSW Murrumbidgee,2009-11-15,2009,11,15,0.0,0.0,0.6773028296207104,0.1640577965081276,0.1465984346779048,0.012040939193257,Planting
QLD Condamine-Balonne,2009-12-15,2009,12,15,0.0,0.0,0.8181179775280899,0.1753277153558052,0.0042134831460674,0.0023408239700374,Growing
NSW Barwon Darling,2009-12-15,2009,12,15,0.0,0.0008354218880534,0.9568922305764412,0.0422723475355054,0.0,0.0,Growing
QLD Moonie,2009-12-15,2009,12,15,0.0,0.0,0.8903803131991052,0.1096196868008948,0.0,0.0,Growing
NSW Murray Above,2009-12-15,2009,12,15,0.0,0.0,0.0,0.3918918918918919,0.5,0.1081081081081081,Growing
NSW Lower Darling,2009-12-15,2009,12,15,0.0012915724895059,0.0032289312237649,0.9857927026154344,0.0096867936712948,0.0,0.0,Growing
QLD Border Rivers,2009-12-15,2009,12,15,0.0,0.0,0.5240506329113924,0.4670886075949367,0.0088607594936708,0.0,Growing
NSW Border Rivers,2009-12-15,2009,12,15,0.0,0.0,0.4296407185628742,0.5119760479041916,0.0553892215568862,0.0029940119760479,Growing
NSW Gwydir,2009-12-15,2009,12,15,0.0,0.0,0.6348837209302326,0.3546511627906977,0.0104651162790697,0.0,Growing
NSW Namoi,2009-12-15,2009,12,15,0.0,0.0,0.5509776536312849,0.4385474860335195,0.0104748603351955,0.0,Growing
NSW Macquarie-Castlereagh,2009-12-15,2009,12,15,0.0,0.0,0.7554088742207554,0.231023102310231,0.0135680234690135,0.0,Growing
NSW Lachlan,2009-12-15,2009,12,15,0.0,0.0,0.8742734781278678,0.1205261547873967,0.0052003670847353,0.0,Growing
NSW Murrumbidgee,2009-12-15,2009,12,15,0.0,0.0,0.8163756773028297,0.1080674292594822,0.071944611679711,0.0036122817579771,Growing
QLD Condamine-Balonne,2010-01-15,2010,1,15,0.0,0.0,0.1601123595505618,0.7771535580524345,0.0575842696629213,0.0051498127340823,Flowering
NSW Barwon Darling,2010-01-15,2010,1,15,0.0003341687552213,0.0008354218880534,0.6556390977443609,0.3353383458646616,0.0078529657477025,0.0,Flowering
QLD Moonie,2010-01-15,2010,1,15,0.0,0.0,0.3847874720357941,0.5950782997762863,0.0201342281879194,0.0,Flowering
NSW Murray Above,2010-01-15,2010,1,15,0.0,0.0,0.0,0.4459459459459459,0.4391891891891892,0.1148648648648648,Flowering
NSW Lower Darling,2010-01-15,2010,1,15,0.0016144656118824,0.0038747174685179,0.9838553438811752,0.0106554730384242,0.0,0.0,Flowering
QLD Border Rivers,2010-01-15,2010,1,15,0.0,0.0,0.2443037974683544,0.6506329113924051,0.1050632911392405,0.0,Flowering
NSW Border Rivers,2010-01-15,2010,1,15,0.0,0.0,0.122754491017964,0.4461077844311377,0.4176646706586826,0.0134730538922155,Flowering
NSW Gwydir,2010-01-15,2010,1,15,0.0,0.0,0.2686046511627907,0.4046511627906977,0.3186046511627907,0.0081395348837209,Flowering
NSW Namoi,2010-01-15,2010,1,15,0.0,0.0,0.060754189944134,0.50768156424581,0.4252793296089385,0.0062849162011173,Flowering
NSW Macquarie-Castlereagh,2010-01-15,2010,1,15,0.0,0.0,0.1096442977631096,0.7315731573157316,0.158049138247158,0.0007334066740007,Flowering
NSW Lachlan,2010-01-15,2010,1,15,0.0,0.0,0.715203426124197,0.2734781278678495,0.0113184460079535,0.0,Flowering
NSW Murrumbidgee,2010-01-15,2010,1,15,0.0,0.0,0.7429259482239615,0.1815171583383504,0.0692354003612281,0.0063214930764599,Flowering
QLD Condamine-Balonne,2010-02-15,2010,2,15,0.0,0.0,0.0411985018726591,0.5625,0.3855337078651685,0.0107677902621722,Maturation
NSW Barwon Darling,2010-02-15,2010,2,15,0.000501253132832,0.0025062656641604,0.4770258980785296,0.4334168755221387,0.0850459482038429,0.0015037593984962,Maturation
QLD Moonie,2010-02-15,2010,2,15,0.0,0.0,0.1118568232662192,0.6890380313199105,0.1991051454138702,0.0,Maturation
NSW Murray Above,2010-02-15,2010,2,15,0.0,0.0,0.0,0.3581081081081081,0.4391891891891892,0.2027027027027027,Maturation
NSW Lower Darling,2010-02-15,2010,2,15,0.0019373587342589,0.0022602518566354,0.9470455279302552,0.0487568614788505,0.0,0.0,Maturation
QLD Border Rivers,2010-02-15,2010,2,15,0.0,0.0,0.1911392405063291,0.6645569620253164,0.1430379746835443,0.0012658227848101,Maturation
NSW Border Rivers,2010-02-15,2010,2,15,0.0,0.0,0.1077844311377245,0.4775449101796407,0.3832335329341317,0.0314371257485029,Maturation
NSW Gwydir,2010-02-15,2010,2,15,0.0,0.0,0.2034883720930232,0.4930232558139535,0.2965116279069767,0.0069767441860465,Maturation
NSW Namoi,2010-02-15,2010,2,15,0.0,0.0,0.0370111731843575,0.3079608938547486,0.6236033519553073,0.0314245810055865,Maturation
NSW Macquarie-Castlereagh,2010-02-15,2010,2,15,0.0,0.0,0.0161349468280161,0.3839383938393839,0.5720572057205721,0.0278694536120278,Maturation
NSW Lachlan,2010-02-15,2010,2,15,0.0,0.0,0.3309880697460997,0.5463444478433772,0.1220556745182012,0.0006118078923218,Maturation
NSW Murrumbidgee,2010-02-15,2010,2,15,0.0,0.0,0.6225165562913907,0.2582781456953642,0.1053582179409994,0.0138470800722456,Maturation
QLD Condamine-Balonne,2010-03-15,2010,3,15,0.0004681647940074,0.0018726591760299,0.0306647940074906,0.3157771535580524,0.6313202247191011,0.0198970037453183,Maturation
NSW Barwon Darling,2010-03-15,2010,3,15,0.000501253132832,0.0015037593984962,0.3059314954051796,0.6349206349206349,0.0568086883876357,0.0003341687552213,Maturation
QLD Moonie,2010-03-15,2010,3,15,0.0,0.0,0.076062639821029,0.4026845637583892,0.5212527964205816,0.0,Maturation
NSW Murray Above,2010-03-15,2010,3,15,0.0,0.0,0.0,0.0,0.5067567567567568,0.4932432432432432,Maturation
NSW Lower Darling,2010-03-15,2010,3,15,0.0019373587342589,0.0019373587342589,0.7943170810461737,0.2018082014853083,0.0,0.0,Maturation
QLD Border Rivers,2010-03-15,2010,3,15,0.0,0.0,0.0620253164556962,0.3860759493670886,0.5468354430379747,0.0050632911392405,Maturation
NSW Border Rivers,2010-03-15,2010,3,15,0.0,0.0,0.0568862275449101,0.3982035928143712,0.5014970059880239,0.0434131736526946,Maturation
NSW Gwydir,2010-03-15,2010,3,15,0.0,0.0,0.1604651162790697,0.4872093023255814,0.3488372093023256,0.0034883720930232,Maturation
NSW Namoi,2010-03-15,2010,3,15,0.0,0.0,0.0432960893854748,0.422486033519553,0.5237430167597765,0.0104748603351955,Maturation
NSW Macquarie-Castlereagh,2010-03-15,2010,3,15,0.0,0.0,0.0249358269160249,0.4594792812614595,0.4814814814814814,0.0341034103410341,Maturation
NSW Lachlan,2010-03-15,2010,3,15,0.0,0.0,0.2150504741511165,0.5481798715203426,0.2239216885897828,0.012847965738758,Maturation
NSW Murrumbidgee,2010-03-15,2010,3,15,0.0,0.0,0.3606261288380493,0.3239012642986152,0.2579771222155328,0.0574954846478025,Maturation
QLD Condamine-Balonne,2010-04-15,2010,4,15,0.0,0.0007022471910112,0.0299625468164794,0.4492041198501872,0.5088951310861424,0.0112359550561797,Harvesting
NSW Barwon Darling,2010-04-15,2010,4,15,0.0015037593984962,0.0020050125313283,0.2656641604010025,0.6890559732664996,0.0412698412698412,0.000501253132832,Harvesting
